	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Chrd-KY.Chr6.371	KY2019:KY.Chr6.371	Chrd-KY.Chr6.371	KH.C6.145	CHRD	CHRD	16:20733127:20742384:1 ENSMUSG00000006958.14 ENSMUST00000007171.12 protein_coding protein_coding Chrd chordin [Source:MGI Symbol;Acc:MGI:1313268]	Chrd	ENSMUSG00000006958.14	ENSMUST00000007171.12	protein_coding	protein_coding	16:20733127:20742384:1	0.6129418869157017	2.2179267	0.5951435101492252	0.85191697	0	33	0	1
Fabp2-KY.Chr6.373	KY2019:KY.Chr6.373	Fabp2-KY.Chr6.373	KH.C6.206	FABP2	FABP2	3:122895072:122899506:1 ENSMUSG00000023057.5 ENSMUST00000023820.5 protein_coding protein_coding Fabp2 fatty acid binding protein 2, intestinal [Source:MGI Symbol;Acc:MGI:95478]	Fabp2	ENSMUSG00000023057.5	ENSMUST00000023820.5	protein_coding	protein_coding	3:122895072:122899506:1	0.27471808434935446	0.4241728	0.18203842702753875	0.39086986	1	21	6	12
Eif5a-KY.Chr6.376	KY2019:KY.Chr6.376	Eif5a-KY.Chr6.376	KH.C6.200	EIF5A	EIF5A/2	11:69916714:69921085:-1 ENSMUSG00000078812.10 ENSMUST00000164359.7 protein_coding protein_coding Eif5a eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248]	Eif5a	ENSMUSG00000078812.10	ENSMUST00000164359.7	protein_coding	protein_coding	11:69916714:69921085:-1	1.248805896598367	1.7512647	1.1053219310868891	1.3075005	2	30	4	7
Mcfd2-KY.Chr6.377	KY2019:KY.Chr6.377	Mcfd2-KY.Chr6.377	KH.C6.115	MCFD2	MCFD2	17:87255788:87265880:-1 ENSMUSG00000024150.12 ENSMUST00000129616.7 protein_coding protein_coding Mcfd2 multiple coagulation factor deficiency 2 [Source:MGI Symbol;Acc:MGI:2183439]	Mcfd2	ENSMUSG00000024150.12	ENSMUST00000129616.7	protein_coding	protein_coding	17:87255788:87265880:-1	1.1533523770718213	1.102221	0.17187195169720193	0.2991339	6	12	7	8
Afg1l-KY.Chr6.378	KY2019:KY.Chr6.378	Afg1l-KY.Chr6.378	KH.C6.58	AFG1L	LACE1	10:42312585:42478565:-1 ENSMUSG00000038302.14 ENSMUST00000041024.14 protein_coding protein_coding Afg1l AFG1 like ATPase [Source:MGI Symbol;Acc:MGI:2148801]	Afg1l	ENSMUSG00000038302.14	ENSMUST00000041024.14	protein_coding	protein_coding	10:42312585:42478565:-1	0.5632149918674194	1.208133	0.3270650663149583	0.9694108	1	18	8	16
Jmjd7-KY.Chr6.384	KY2019:KY.Chr6.384	Jmjd7-KY.Chr6.384	KH.C6.268	JMJD7	KH2013:KH.C6.268_JMJD7	2:120027483:120032594:1 ENSMUSG00000098789.7 ENSMUST00000044675.4 protein_coding protein_coding Jmjd7 jumonji domain containing 7 [Source:MGI Symbol;Acc:MGI:3845785]	Jmjd7	ENSMUSG00000098789.7	ENSMUST00000044675.4	protein_coding	protein_coding	2:120027483:120032594:1	0.4196946085901386	0.40086132	0.1347108567003575	0.21539634	6	55	9	14
Man1c1-KY.Chr6.386	KY2019:KY.Chr6.386	Man1c1-KY.Chr6.386	KH.C6.41	MAN1A2	MAN1A/1/2	4:134561690:134704290:-1 ENSMUSG00000037306.13 ENSMUST00000038628.3 protein_coding protein_coding Man1c1 mannosidase, alpha, class 1C, member 1 [Source:MGI Symbol;Acc:MGI:2446214]	Man1c1	ENSMUSG00000037306.13	ENSMUST00000038628.3	protein_coding	protein_coding	4:134561690:134704290:-1	0.9463385749555275	1.5238762	0.39970441127023243	0.99358886	6	11	7	8
Pard6g-KY.Chr6.387	KY2019:KY.Chr6.387	Pard6g-KY.Chr6.387	KH.C6.278	SLC12A2	PARD6A	18:80046890:80119639:1 ENSMUSG00000056214.9 ENSMUST00000070219.8 protein_coding protein_coding Pard6g par-6 family cell polarity regulator gamma [Source:MGI Symbol;Acc:MGI:2135606]	Pard6g	ENSMUSG00000056214.9	ENSMUST00000070219.8	protein_coding	protein_coding	18:80046890:80119639:1	0.33391355523890753	0.648197	0.19981980108539046	0.53926235	2	48	8	4
Ifi30-KY.Chr6.388	KY2019:KY.Chr6.388	Ifi30-KY.Chr6.388	KH.C6.232	IFI30	KH2013:KH.C6.232_IFI30	CHR_MG190_MG3751_PATCH:70762974:70766626:-1 ENSMUSG00000110777.2 ENSMUST00000229632.1 protein_coding protein_coding Ifi30 interferon gamma inducible protein 30 [Source:MGI Symbol;Acc:MGI:2137648]	Ifi30	ENSMUSG00000110777.2	ENSMUST00000229632.1	protein_coding	protein_coding	CHR_MG190_MG3751_PATCH:70762974:70766626:-1	0.3797742281624832	0.72631204	0.26244714067387476	0.67547387	2	34	8	4
Smyd4-KY.Chr6.391	KY2019:KY.Chr6.391	Smyd4-KY.Chr6.391	KH.C6.256	SMYD4	SMYD4	11:75348433:75405705:1 ENSMUSG00000018809.2 ENSMUST00000044530.2 protein_coding protein_coding Smyd4 SET and MYND domain containing 4 [Source:MGI Symbol;Acc:MGI:2442796]	Smyd4	ENSMUSG00000018809.2	ENSMUST00000044530.2	protein_coding	protein_coding	11:75348433:75405705:1	0.2663003518950212	0.25911012	0.18960745009841715	0.37857312	3	22	2	3
Ndufaf1-KY.Chr6.392	KY2019:KY.Chr6.392	Ndufaf1-KY.Chr6.392	KH.C6.302	NDUFAF1	NDUFAF1	2:119655446:119662821:-1 ENSMUSG00000027305.9 ENSMUST00000110802.7 protein_coding protein_coding Ndufaf1 NADH:ubiquinone oxidoreductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1916952]	Ndufaf1	ENSMUSG00000027305.9	ENSMUST00000110802.7	protein_coding	protein_coding	2:119655446:119662821:-1	0.4961723175004358	0.6760353	0.36758645048875715	0.84068984	0	9	0	1
Tiprl-KY.Chr6.393	KY2019:KY.Chr6.393	Tiprl-KY.Chr6.393	KH.C6.282	TIPRL	TIPRL	1:165212286:165236943:-1 ENSMUSG00000040843.10 ENSMUST00000043235.7 protein_coding protein_coding Tiprl TIP41, TOR signalling pathway regulator-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915087]	Tiprl	ENSMUSG00000040843.10	ENSMUST00000043235.7	protein_coding	protein_coding	1:165212286:165236943:-1	0.6813598925354583	1.3746009	0.5296824110927331	1.3329426	3	7	3	3
Zc3h12a-KY.Chr6.396	KY2019:KY.Chr6.396	Zc3h12a-KY.Chr6.396	KH.C6.243	ZC3H12A	N4BP1	4:125118423:125127840:-1 ENSMUSG00000042677.7 ENSMUST00000036188.7 protein_coding protein_coding Zc3h12a zinc finger CCCH type containing 12A [Source:MGI Symbol;Acc:MGI:2385891]	Zc3h12a	ENSMUSG00000042677.7	ENSMUST00000036188.7	protein_coding	protein_coding	4:125118423:125127840:-1	0.2244920962313979	0.30341536	0.16752294918440402	0.38486117	2	18	8	2
Lpar3-KY.Chr6.397	KY2019:KY.Chr6.397	Lpar3-KY.Chr6.397	KH.C6.5	LPAR3	LPAR3	3:146220963:146286186:1 ENSMUSG00000036832.5 ENSMUST00000039164.3 protein_coding protein_coding Lpar3 lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]	Lpar3	ENSMUSG00000036832.5	ENSMUST00000039164.3	protein_coding	protein_coding	3:146220963:146286186:1	0.6706439363230535	0.34742403	0.3409578804097568	0.29025593	6	9	7	8
KY2019:KY.Chr6.398	KY2019:KY.Chr6.398	KY2019:KY.Chr6.398	KH.C6.97	SSR3	KH2013:KH.C6.97	nan	nan	nan	nan	nan	nan	nan	0.583450328814675	0.28171152	0.32715380936751565	0.37527627	6	14	7	12
KY2019:KY.Chr6.399	KY2019:KY.Chr6.399	KY2019:KY.Chr6.399	KH.C6.220	TTLL3	KH2013:KH.C6.220	nan	nan	nan	nan	nan	nan	nan	0.4410867687374056	0.9597035	0.2026871374030715	0.4859189	2	7	5	6
Ankar-KY.Chr6.402	KY2019:KY.Chr6.402	Ankar-KY.Chr6.402	KH.C6.247	ANKAR	KH2013:KH.C6.247	1:72642980:72700579:-1 ENSMUSG00000039342.5 ENSMUST00000212573.1 protein_coding protein_coding Ankar ankyrin and armadillo repeat containing [Source:MGI Symbol;Acc:MGI:2442559]	Ankar	ENSMUSG00000039342.5	ENSMUST00000212573.1	protein_coding	protein_coding	1:72642980:72700579:-1	0.5136669849058795	0.4282052	0.36506255332101434	0.50989884	0	42	0	1
Tfg-KY.Chr6.408	KY2019:KY.Chr6.408	Tfg-KY.Chr6.408	KH.C6.80	TFG	TFG	16:56690332:56717450:-1 ENSMUSG00000022757.19 ENSMUST00000065515.13 protein_coding protein_coding Tfg Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]	Tfg	ENSMUSG00000022757.19	ENSMUST00000065515.13	protein_coding	protein_coding	16:56690332:56717450:-1	0.788759577529299	1.5559773	0.5238355670282266	1.2299753	0	30	0	4
Fbxo21-KY.Chr6.410	KY2019:KY.Chr6.410	Fbxo21-KY.Chr6.410	KH.C6.31	FBXO21	SI:DKEY-261L7.2	5:117976730:118010201:1 ENSMUSG00000032898.9 ENSMUST00000202447.3 protein_coding protein_coding Fbxo21 F-box protein 21 [Source:MGI Symbol;Acc:MGI:1924223]	Fbxo21	ENSMUSG00000032898.9	ENSMUST00000202447.3	protein_coding	protein_coding	5:117976730:118010201:1	0.43511862585158295	0.6262559	0.3388202425711459	0.9045525	4	10	1	5
Fibp-KY.Chr6.411	KY2019:KY.Chr6.411	Fibp-KY.Chr6.411	KH.C6.305	FIBP	FIBP	19:5460616:5465051:1 ENSMUSG00000024911.7 ENSMUST00000225141.1 protein_coding protein_coding Fibp fibroblast growth factor (acidic) intracellular binding protein [Source:MGI Symbol;Acc:MGI:1926233]	Fibp	ENSMUSG00000024911.7	ENSMUST00000225141.1	protein_coding	protein_coding	19:5460616:5465051:1	0.232383676685815	0.19971037	0.16056698443303746	0.2414206	0	52	6	0
Nox3-KY.Chr6.413	KY2019:KY.Chr6.413	Nox3-KY.Chr6.413	KH.C6.194	ADGRV1	NOX1/3	17:3635240:3696261:-1 ENSMUSG00000023802.4 ENSMUST00000115800.1 protein_coding protein_coding Nox3 NADPH oxidase 3 [Source:MGI Symbol;Acc:MGI:2681162]	Nox3	ENSMUSG00000023802.4	ENSMUST00000115800.1	protein_coding	protein_coding	17:3635240:3696261:-1	0.4237766249711904	0.8240227	0.2936966297453762	0.6100965	0	19	0	1
Dlg5-KY.Chr6.425	KY2019:KY.Chr6.425	Dlg5-KY.Chr6.425	KH.C6.104	DLG5	DLG5	14:24133955:24245920:-1 ENSMUSG00000021782.14 ENSMUST00000090398.10 protein_coding protein_coding Dlg5 discs large MAGUK scaffold protein 5 [Source:MGI Symbol;Acc:MGI:1918478]	Dlg5	ENSMUSG00000021782.14	ENSMUST00000090398.10	protein_coding	protein_coding	14:24133955:24245920:-1	0.382568579739845	0.6470289	0.2773104217920706	0.7328475	1	32	5	6
Neurog3-KY.Chr6.427	KY2019:KY.Chr6.427	Neurog3-KY.Chr6.427	KH.C6.129	NEUROG1	HLH-4	10:62133090:62134763:1 ENSMUSG00000044312.4 ENSMUST00000050103.1 protein_coding protein_coding Neurog3 neurogenin 3 [Source:MGI Symbol;Acc:MGI:893591]	Neurog3	ENSMUSG00000044312.4	ENSMUST00000050103.1	protein_coding	protein_coding	10:62133090:62134763:1	0.4625414128289451	0.5532756	0.14817301236032737	0.24574815	2	20	8	2
Inpp5b-KY.Chr6.428	KY2019:KY.Chr6.428	Inpp5b-KY.Chr6.428	KH.C6.43	OCRL	OCRL	4:124741850:124801511:1 ENSMUSG00000028894.18 ENSMUST00000094782.9 protein_coding protein_coding Inpp5b inositol polyphosphate-5-phosphatase B [Source:MGI Symbol;Acc:MGI:103257]	Inpp5b	ENSMUSG00000028894.18	ENSMUST00000094782.9	protein_coding	protein_coding	4:124741850:124801511:1	0.4901235510509865	0.69939107	0.37498973553169246	0.7494528	0	25	0	1
Mrm3-KY.Chr6.430	KY2019:KY.Chr6.430	Mrm3-KY.Chr6.430	KH.C6.14	MRM3	RNMTL1	11:76243715:76250619:1 ENSMUSG00000038046.4 ENSMUST00000040577.4 protein_coding protein_coding Mrm3 mitochondrial rRNA methyltransferase 3 [Source:MGI Symbol;Acc:MGI:1914640]	Mrm3	ENSMUSG00000038046.4	ENSMUST00000040577.4	protein_coding	protein_coding	11:76243715:76250619:1	0.42747572603103273	0.56183696	0.3310959992389211	0.685385	0	14	0	1
Sfpq-KY.Chr6.431	KY2019:KY.Chr6.431	Sfpq-KY.Chr6.431	KH.C6.29	SFPQ	PSPC1	4:127021324:127031236:1 ENSMUSG00000028820.13 ENSMUST00000030623.7 protein_coding protein_coding Sfpq splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764]	Sfpq	ENSMUSG00000028820.13	ENSMUST00000030623.7	protein_coding	protein_coding	4:127021324:127031236:1	0.6598610042353755	1.1943011	0.4964975539561032	1.1434869	1	13	2	0
Ccdc58-KY.Chr6.432	KY2019:KY.Chr6.432	Ccdc58-KY.Chr6.432	KH.C6.18	CCDC58	CCDC58	16:36071685:36092120:1 ENSMUSG00000075229.11 ENSMUST00000164916.8 protein_coding protein_coding Ccdc58 coiled-coil domain containing 58 [Source:MGI Symbol;Acc:MGI:2146423]	Ccdc58	ENSMUSG00000075229.11	ENSMUST00000164916.8	protein_coding	protein_coding	16:36071685:36092120:1	0.516257121800201	0.9390581	0.36891862140936893	1.090668	3	34	3	3
Msra-KY.Chr6.433	KY2019:KY.Chr6.433	Msra-KY.Chr6.433	nan	nan	nan	14:64122625:64455903:-1 ENSMUSG00000054733.9 ENSMUST00000067927.8 protein_coding protein_coding Msra methionine sulfoxide reductase A [Source:MGI Symbol;Acc:MGI:106916]	Msra	ENSMUSG00000054733.9	ENSMUST00000067927.8	protein_coding	protein_coding	14:64122625:64455903:-1	0.728642390018094	1.5346372	0.5637806736609382	1.4248751	5	15	4	2
Gdap2-KY.Chr6.434	KY2019:KY.Chr6.434	Gdap2-KY.Chr6.434	KH.C6.214	GDAP2	GDAP2	3:100162381:100206981:1 ENSMUSG00000027865.10 ENSMUST00000029459.9 protein_coding protein_coding Gdap2 ganglioside-induced differentiation-associated-protein 2 [Source:MGI Symbol;Acc:MGI:1338001]	Gdap2	ENSMUSG00000027865.10	ENSMUST00000029459.9	protein_coding	protein_coding	3:100162381:100206981:1	0.7015629145574594	1.3312339	0.5498671299499006	1.21088	1	28	6	6
Cyp4f14-KY.Chr6.446	KY2019:KY.Chr6.446	Cyp4f14-KY.Chr6.446	KH.C6.234	CYP4F8	CYP4F13/14/15/16/17/18/40	17:32905071:32917342:-1 ENSMUSG00000024292.15 ENSMUST00000179434.7 protein_coding protein_coding Cyp4f14 cytochrome P450, family 4, subfamily f, polypeptide 14 [Source:MGI Symbol;Acc:MGI:1927669]	Cyp4f14	ENSMUSG00000024292.15	ENSMUST00000179434.7	protein_coding	protein_coding	17:32905071:32917342:-1	0.5699027095755348	1.0446817	0.455212734064814	1.4283996	2	14	8	2
Lats1-KY.Chr6.447	KY2019:KY.Chr6.447	Lats1-KY.Chr6.447	KH.C6.152	LATS1	LATS1/2	CHR_MG4138_PATCH:7617011:7639350:1 ENSMUSG00000116422.1 ENSMUST00000229089.1 protein_coding protein_coding Lats1 large tumor suppressor [Source:MGI Symbol;Acc:MGI:1333883]	Lats1	ENSMUSG00000116422.1	ENSMUST00000229089.1	protein_coding	protein_coding	CHR_MG4138_PATCH:7617011:7639350:1	0.48778135512340937	0.9547718	0.26667778460230324	0.83596486	6	6	7	8
Fbln1-KY.Chr6.450	KY2019:KY.Chr6.450	Fbln1-KY.Chr6.450	KH.C6.30	FBLN1	KH2013:KH.C6.30_CD63	15:85205949:85286535:1 ENSMUSG00000006369.14 ENSMUST00000057410.13 protein_coding protein_coding Fbln1 fibulin 1 [Source:MGI Symbol;Acc:MGI:95487]	Fbln1	ENSMUSG00000006369.14	ENSMUST00000057410.13	protein_coding	protein_coding	15:85205949:85286535:1	0.2947097187435891	0.41039327	0.1884500941172023	0.5320133	1	43	5	6
KY2019:KY.Chr6.451	KY2019:KY.Chr6.451	KY2019:KY.Chr6.451	KH.C6.110	GJB4	KH2013:KH.C6.110	nan	nan	nan	nan	nan	nan	nan	0.6490793930922785	0.4016948	0.48458422891771546	0.81767315	2	15	8	2
Fbn2-KY.Chr6.453	KY2019:KY.Chr6.453	Fbn2-KY.Chr6.453	KH.C6.211	FBN2	LTBP2/4	18:58008623:58210487:-1 ENSMUSG00000024598.9 ENSMUST00000025497.7 protein_coding protein_coding Fbn2 fibrillin 2 [Source:MGI Symbol;Acc:MGI:95490]	Fbn2	ENSMUSG00000024598.9	ENSMUST00000025497.7	protein_coding	protein_coding	18:58008623:58210487:-1	0.33526367479807045	0.4365106	0.24994326732725125	0.4661978	0	4	0	1
Notch4-KY.Chr6.454	KY2019:KY.Chr6.454	Notch4-KY.Chr6.454	KH.C6.38	MATN4	NOTCH1/4	17:34564268:34588503:1 ENSMUSG00000015468.14 ENSMUST00000015612.13 protein_coding protein_coding Notch4 notch 4 [Source:MGI Symbol;Acc:MGI:107471]	Notch4	ENSMUSG00000015468.14	ENSMUST00000015612.13	protein_coding	protein_coding	17:34564268:34588503:1	0.3686913889234091	0.45831007	0.26671089771075296	1.1052693	5	3	1	9
Dhfr-KY.Chr6.455	KY2019:KY.Chr6.455	Dhfr-KY.Chr6.455	KH.C6.296	DHFR	KH2013:KH.C6.296_DHFR	13:92354726:92389053:1 ENSMUSG00000021707.5 ENSMUST00000022218.5 protein_coding protein_coding Dhfr dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890]	Dhfr	ENSMUSG00000021707.5	ENSMUST00000022218.5	protein_coding	protein_coding	13:92354726:92389053:1	0.37441817619838846	0.40832606	0.26575236734788793	0.5681191	3	11	2	0
2810006K23Rik-KY.Chr6.456	KY2019:KY.Chr6.456	2810006K23Rik-KY.Chr6.456	KH.C6.186	C12orf65	C12ORF65	5:124328098:124341844:1 ENSMUSG00000047635.6 ENSMUST00000077376.2 protein_coding protein_coding 2810006K23Rik RIKEN cDNA 2810006K23 gene [Source:MGI Symbol;Acc:MGI:1919900]	2810006K23Rik	ENSMUSG00000047635.6	ENSMUST00000077376.2	protein_coding	protein_coding	5:124328098:124341844:1	0.6413686859407731	0.80952597	0.5125833818962606	1.2543539	4	12	1	5
Sf3a3-KY.Chr6.459	KY2019:KY.Chr6.459	Sf3a3-KY.Chr6.459	KH.C6.190	SF3A3	SF3A3	4:124714776:124732460:1 ENSMUSG00000028902.4 ENSMUST00000030734.4 protein_coding protein_coding Sf3a3 splicing factor 3a, subunit 3 [Source:MGI Symbol;Acc:MGI:1922312]	Sf3a3	ENSMUSG00000028902.4	ENSMUST00000030734.4	protein_coding	protein_coding	4:124714776:124732460:1	0.553170993121346	1.0764809	0.40319582662756215	1.090965	1	14	2	0
Prss8-KY.Chr6.460	KY2019:KY.Chr6.460	Prss8-KY.Chr6.460	KH.C6.269	PRSS8	PRSS8	7:127925716:127930104:-1 ENSMUSG00000030800.10 ENSMUST00000206124.1 protein_coding protein_coding Prss8 protease, serine 8 (prostasin) [Source:MGI Symbol;Acc:MGI:1923810]	Prss8	ENSMUSG00000030800.10	ENSMUST00000206124.1	protein_coding	protein_coding	7:127925716:127930104:-1	0.2523007220248186	0.11859005	0.17947328223130368	0.2444655	2	9	8	2
Thbs2-KY.Chr6.461	KY2019:KY.Chr6.461	Thbs2-KY.Chr6.461	KH.C6.164	THBS3	KH2013:KH.C6.164_THBS3/4	17:14665500:14694235:-1 ENSMUSG00000023885.9 ENSMUST00000170872.2 protein_coding protein_coding Thbs2 thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738]	Thbs2	ENSMUSG00000023885.9	ENSMUST00000170872.2	protein_coding	protein_coding	17:14665500:14694235:-1	1.008379873952406	0.6119338	0.13356695238469876	0.41097808	7	14	10	15
Tspan3-KY.Chr6.462	KY2019:KY.Chr6.462	Tspan3-KY.Chr6.462	KH.C6.304	TSPAN3	TSPAN3	9:56135884:56161057:-1 ENSMUSG00000032324.11 ENSMUST00000034876.9 protein_coding protein_coding Tspan3 tetraspanin 3 [Source:MGI Symbol;Acc:MGI:1928098]	Tspan3	ENSMUSG00000032324.11	ENSMUST00000034876.9	protein_coding	protein_coding	9:56135884:56161057:-1	0.707106771211084	1.2235155	0.5102162721291611	1.0732677	2	11	8	6
Selenoo-KY.Chr6.463	KY2019:KY.Chr6.463	Selenoo-KY.Chr6.463	KH.C6.258	SELENOO	RP3-402G11.5	15:89089084:89100340:1 ENSMUSG00000035757.16 ENSMUST00000082439.4 protein_coding protein_coding Selenoo selenoprotein O [Source:MGI Symbol;Acc:MGI:1919007]	Selenoo	ENSMUSG00000035757.16	ENSMUST00000082439.4	protein_coding	protein_coding	15:89089084:89100340:1	0.2579572355459701	0.3455919	0.1935893959700395	0.44019598	1	45	5	6
Spg7-KY.Chr6.464	KY2019:KY.Chr6.464	Spg7-KY.Chr6.464	KH.C6.236	SPG7	SPG7	8:123065179:123097760:1 ENSMUSG00000000738.18 ENSMUST00000149248.8 protein_coding protein_coding Spg7 SPG7, paraplegin matrix AAA peptidase subunit [Source:MGI Symbol;Acc:MGI:2385906]	Spg7	ENSMUSG00000000738.18	ENSMUST00000149248.8	protein_coding	protein_coding	8:123065179:123097760:1	0.5208073672579318	1.0912809	0.3632504381051747	1.0109864	2	13	4	10
Kdm2a-KY.Chr6.467	KY2019:KY.Chr6.467	Kdm2a-KY.Chr6.467	KH.C6.125	KDM2A	KH2013:KH.C6.125_KDM2B	19:4341350:4397080:-1 ENSMUSG00000054611.17 ENSMUST00000116571.8 protein_coding protein_coding Kdm2a lysine (K)-specific demethylase 2A [Source:MGI Symbol;Acc:MGI:1354736]	Kdm2a	ENSMUSG00000054611.17	ENSMUST00000116571.8	protein_coding	protein_coding	19:4341350:4397080:-1	0.3723654746685736	0.65331954	0.29590192859555264	0.7647096	1	20	5	6
Ung-KY.Chr6.468	KY2019:KY.Chr6.468	Ung-KY.Chr6.468	KH.C6.72	UNG	L(2)K09913	5:114130386:114139323:1 ENSMUSG00000029591.14 ENSMUST00000031587.12 protein_coding protein_coding Ung uracil DNA glycosylase [Source:MGI Symbol;Acc:MGI:109352]	Ung	ENSMUSG00000029591.14	ENSMUST00000031587.12	protein_coding	protein_coding	5:114130386:114139323:1	1.0134629106889883	1.5611881	0.858346508221817	1.3570518	2	12	5	7
Trp53i11-KY.Chr6.477	KY2019:KY.Chr6.477	Trp53i11-KY.Chr6.477	KH.C6.94	TP53I11	TP53I11	2:93187584:93201749:1 ENSMUSG00000068735.14 ENSMUST00000090554.10 protein_coding protein_coding Trp53i11 transformation related protein 53 inducible protein 11 [Source:MGI Symbol;Acc:MGI:2670995]	Trp53i11	ENSMUSG00000068735.14	ENSMUST00000090554.10	protein_coding	protein_coding	2:93187584:93201749:1	0.8051391121324944	0.94701433	0.7027216092160107	1.2259898	5	13	1	9
Zfp64-KY.Chr6.478	KY2019:KY.Chr6.478	Zfp64-KY.Chr6.478	KH.C6.27	ZNF274	KH2013:KH.C6.27_ZFP64	2:168925361:168955272:-1 ENSMUSG00000027551.15 ENSMUST00000087971.10 protein_coding protein_coding Zfp64 zinc finger protein 64 [Source:MGI Symbol;Acc:MGI:107342]	Zfp64	ENSMUSG00000027551.15	ENSMUST00000087971.10	protein_coding	protein_coding	2:168925361:168955272:-1	0.2420025422713724	0.2921008	0.18041306761311734	0.40073958	1	17	6	0
E2f5-KY.Chr6.479	KY2019:KY.Chr6.479	E2f5-KY.Chr6.479	KH.C6.223	E2F5	E2F2/4/5	3:14578641:14606309:1 ENSMUSG00000027552.14 ENSMUST00000029069.12 protein_coding protein_coding E2f5 E2F transcription factor 5 [Source:MGI Symbol;Acc:MGI:105091]	E2f5	ENSMUSG00000027552.14	ENSMUST00000029069.12	protein_coding	protein_coding	3:14578641:14606309:1	0.35326450441441204	0.57199454	0.27118980155956174	0.7493853	2	13	4	7
Emc8-KY.Chr6.480	KY2019:KY.Chr6.480	Emc8-KY.Chr6.480	KH.C6.39	EMC8	COX4NB	8:120653914:120668121:-1 ENSMUSG00000031819.13 ENSMUST00000034277.13 protein_coding protein_coding Emc8 ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095]	Emc8	ENSMUSG00000031819.13	ENSMUST00000034277.13	protein_coding	protein_coding	8:120653914:120668121:-1	0.4983065169875653	0.99108446	0.3541076931801588	1.0555646	2	15	4	7
Stambp-KY.Chr6.482	KY2019:KY.Chr6.482	Stambp-KY.Chr6.482	KH.C6.225	STAMBP	STAMBPL1	6:83543762:83572417:-1 ENSMUSG00000006906.10 ENSMUST00000206592.1 protein_coding protein_coding Stambp STAM binding protein [Source:MGI Symbol;Acc:MGI:1917777]	Stambp	ENSMUSG00000006906.10	ENSMUST00000206592.1	protein_coding	protein_coding	6:83543762:83572417:-1	0.32377529929606136	0.42598984	0.2265375612135042	0.5670273	4	14	3	5
Adk-KY.Chr6.483	KY2019:KY.Chr6.483	Adk-KY.Chr6.483	KH.C6.133	ADK	ADK	14:21076152:21448562:1 ENSMUSG00000039197.10 ENSMUST00000224069.1 protein_coding protein_coding Adk adenosine kinase [Source:MGI Symbol;Acc:MGI:87930]	Adk	ENSMUSG00000039197.10	ENSMUST00000224069.1	protein_coding	protein_coding	14:21076152:21448562:1	1.2245018654822997	1.7995566	0.6727734213467628	1.4812844	5	20	4	2
H2-Ke6-KY.Chr6.485	KY2019:KY.Chr6.485	H2-Ke6-KY.Chr6.485	KH.C6.249	HSD17B8	F1NYK6_CHICK	17:34026033:34028056:-1 ENSMUSG00000073422.11 ENSMUST00000045467.13 protein_coding protein_coding H2-Ke6 H2-K region expressed gene 6 [Source:MGI Symbol;Acc:MGI:95911]	H2-Ke6	ENSMUSG00000073422.11	ENSMUST00000045467.13	protein_coding	protein_coding	17:34026033:34028056:-1	0.36765476623824855	0.722317	0.241817324738575	0.91607577	2	29	8	2
Fbxo3-KY.Chr6.486	KY2019:KY.Chr6.486	Fbxo3-KY.Chr6.486	KH.C6.254	FBXO3	FBXO3	2:104027860:104057504:1 ENSMUSG00000027180.12 ENSMUST00000102565.3 protein_coding protein_coding Fbxo3 F-box protein 3 [Source:MGI Symbol;Acc:MGI:1929084]	Fbxo3	ENSMUSG00000027180.12	ENSMUST00000102565.3	protein_coding	protein_coding	2:104027860:104057504:1	0.31953913503718023	0.47180578	0.24718269502865492	0.70813847	2	9	4	2
Fzd4-KY.Chr6.487	KY2019:KY.Chr6.487	Fzd4-KY.Chr6.487	KH.C6.162	FZD4	FZD4	7:89404355:89413134:1 ENSMUSG00000049791.4 ENSMUST00000058755.4 protein_coding protein_coding Fzd4 frizzled class receptor 4 [Source:MGI Symbol;Acc:MGI:108520]	Fzd4	ENSMUSG00000049791.4	ENSMUST00000058755.4	protein_coding	protein_coding	7:89404355:89413134:1	0.6795343679188094	0.5167172	0.5255459753268806	0.8977161	5	10	1	9
Wtap-KY.Chr6.488	KY2019:KY.Chr6.488	Wtap-KY.Chr6.488	KH.C6.137	WTAP	WTAP	17:12966799:12992259:-1 ENSMUSG00000060475.13 ENSMUST00000007007.13 protein_coding protein_coding Wtap Wilms tumour 1-associating protein [Source:MGI Symbol;Acc:MGI:1926395]	Wtap	ENSMUSG00000060475.13	ENSMUST00000007007.13	protein_coding	protein_coding	17:12966799:12992259:-1	0.5564776974740951	0.99914604	0.4674845329167772	1.1567233	2	41	4	7
